441
0.000127	0.000185	0.00026	0.00035	0.000454	0.000565	0.000676	0.000777	0.000858	0.000911	0.00093	0.000911	0.000858	0.000777	0.000676	0.000565	0.000454	0.00035	0.00026	0.000185	0.000127
0.000185	0.00027	0.000379	0.000511	0.000662	0.000825	0.000987	0.001135	0.001254	0.001331	0.001358	0.001331	0.001254	0.001135	0.000987	0.000825	0.000662	0.000511	0.000379	0.00027	0.000185
0.00026	0.000379	0.000532	0.000717	0.00093	0.001158	0.001385	0.001592	0.001759	0.001868	0.001905	0.001868	0.001759	0.001592	0.001385	0.001158	0.00093	0.000717	0.000532	0.000379	0.00026
0.00035	0.000511	0.000717	0.000968	0.001254	0.001561	0.001868	0.002148	0.002373	0.002519	0.002569	0.002519	0.002373	0.002148	0.001868	0.001561	0.001254	0.000968	0.000717	0.000511	0.00035
0.000454	0.000662	0.00093	0.001254	0.001625	0.002023	0.00242	0.002783	0.003074	0.003264	0.00333	0.003264	0.003074	0.002783	0.00242	0.002023	0.001625	0.001254	0.00093	0.000662	0.000454
0.000565	0.000825	0.001158	0.001561	0.002023	0.002519	0.003014	0.003465	0.003828	0.004064	0.004146	0.004064	0.003828	0.003465	0.003014	0.002519	0.002023	0.001561	0.001158	0.000825	0.000565
0.000676	0.000987	0.001385	0.001868	0.00242	0.003014	0.003606	0.004146	0.00458	0.004863	0.00496	0.004863	0.00458	0.004146	0.003606	0.003014	0.00242	0.001868	0.001385	0.000987	0.000676
0.000777	0.001135	0.001592	0.002148	0.002783	0.003465	0.004146	0.004767	0.005266	0.005591	0.005703	0.005591	0.005266	0.004767	0.004146	0.003465	0.002783	0.002148	0.001592	0.001135	0.000777
0.000858	0.001254	0.001759	0.002373	0.003074	0.003828	0.00458	0.005266	0.005818	0.006177	0.006301	0.006177	0.005818	0.005266	0.00458	0.003828	0.003074	0.002373	0.001759	0.001254	0.000858
0.000911	0.001331	0.001868	0.002519	0.003264	0.004064	0.004863	0.005591	0.006177	0.006557	0.006689	0.006557	0.006177	0.005591	0.004863	0.004064	0.003264	0.002519	0.001868	0.001331	0.000911
0.00093	0.001358	0.001905	0.002569	0.00333	0.004146	0.00496	0.005703	0.006301	0.006689	0.006824	0.006689	0.006301	0.005703	0.00496	0.004146	0.00333	0.002569	0.001905	0.001358	0.00093
0.000911	0.001331	0.001868	0.002519	0.003264	0.004064	0.004863	0.005591	0.006177	0.006557	0.006689	0.006557	0.006177	0.005591	0.004863	0.004064	0.003264	0.002519	0.001868	0.001331	0.000911
0.000858	0.001254	0.001759	0.002373	0.003074	0.003828	0.00458	0.005266	0.005818	0.006177	0.006301	0.006177	0.005818	0.005266	0.00458	0.003828	0.003074	0.002373	0.001759	0.001254	0.000858
0.000777	0.001135	0.001592	0.002148	0.002783	0.003465	0.004146	0.004767	0.005266	0.005591	0.005703	0.005591	0.005266	0.004767	0.004146	0.003465	0.002783	0.002148	0.001592	0.001135	0.000777
0.000676	0.000987	0.001385	0.001868	0.00242	0.003014	0.003606	0.004146	0.00458	0.004863	0.00496	0.004863	0.00458	0.004146	0.003606	0.003014	0.00242	0.001868	0.001385	0.000987	0.000676
0.000565	0.000825	0.001158	0.001561	0.002023	0.002519	0.003014	0.003465	0.003828	0.004064	0.004146	0.004064	0.003828	0.003465	0.003014	0.002519	0.002023	0.001561	0.001158	0.000825	0.000565
0.000454	0.000662	0.00093	0.001254	0.001625	0.002023	0.00242	0.002783	0.003074	0.003264	0.00333	0.003264	0.003074	0.002783	0.00242	0.002023	0.001625	0.001254	0.00093	0.000662	0.000454
0.00035	0.000511	0.000717	0.000968	0.001254	0.001561	0.001868	0.002148	0.002373	0.002519	0.002569	0.002519	0.002373	0.002148	0.001868	0.001561	0.001254	0.000968	0.000717	0.000511	0.00035
0.00026	0.000379	0.000532	0.000717	0.00093	0.001158	0.001385	0.001592	0.001759	0.001868	0.001905	0.001868	0.001759	0.001592	0.001385	0.001158	0.00093	0.000717	0.000532	0.000379	0.00026
0.000185	0.00027	0.000379	0.000511	0.000662	0.000825	0.000987	0.001135	0.001254	0.001331	0.001358	0.001331	0.001254	0.001135	0.000987	0.000825	0.000662	0.000511	0.000379	0.00027	0.000185
0.000127	0.000185	0.00026	0.00035	0.000454	0.000565	0.000676	0.000777	0.000858	0.000911	0.00093	0.000911	0.000858	0.000777	0.000676	0.000565	0.000454	0.00035	0.00026	0.000185	0.000127



